ExpenseID,Date,Category,Description,Amount,PaymentMethod,MonthlyIncome
30,2024-10-22,Education,Education expense,50.62,Credit Card,45000
238,2024-10-23,Transportation,Transportation expense,22.75,Cash,45000
113,2024-10-23,Entertainment,Entertainment expense,25.36,Net Banking,45000
985,2024-10-24,Savings & Investment,Savings & Investment expense,84.93,Net Banking,45000
813,2024-10-25,Entertainment,Entertainment expense,33.68,UPI,45000
707,2024-10-25,Entertainment,Entertainment expense,17.32,Debit Card,45000
734,2024-10-25,Utilities,Utilities expense,15.59,Debit Card,45000
794,2024-10-25,Healthcare,Healthcare expense,16.51,Net Banking,45000
48,2024-10-26,Healthcare,Healthcare expense,37.51,UPI,45000
920,2024-10-27,Entertainment,Entertainment expense,26.16,Credit Card,45000
434,2024-10-27,Entertainment,Entertainment expense,29.31,Credit Card,45000
468,2024-10-27,Food & Dining,Food & Dining expense,38.56,Net Banking,45000
350,2024-10-27,Healthcare,Healthcare expense,26.08,Net Banking,45000
21,2024-10-28,Personal Care,Personal Care expense,21.16,Debit Card,45000
275,2024-10-28,Healthcare,Healthcare expense,19.17,Net Banking,45000
440,2024-10-28,Entertainment,Entertainment expense,24.67,Debit Card,45000
16,2024-10-29,Transportation,Transportation expense,19.75,UPI,45000
529,2024-10-29,Healthcare,Healthcare expense,30.34,Cash,45000
360,2024-10-29,Savings & Investment,Savings & Investment expense,68.46,Debit Card,45000
680,2024-10-30,Shopping,Shopping expense,55.26,Net Banking,45000
729,2024-10-30,Healthcare,Healthcare expense,23.14,Debit Card,45000
251,2024-10-30,Utilities,Utilities expense,16.48,Debit Card,45000
445,2024-10-30,Savings & Investment,Savings & Investment expense,58.91,Cash,45000
197,2024-10-31,Savings & Investment,Savings & Investment expense,67.32,Debit Card,45000
955,2024-10-31,Personal Care,Personal Care expense,17.29,Net Banking,45000
839,2024-10-31,Transportation,Transportation expense,25.94,Cash,45000
735,2024-11-01,Food & Dining,Food & Dining expense,40.73,UPI,45000
456,2024-11-01,Utilities,Utilities expense,17.41,Net Banking,45000
598,2024-11-01,Personal Care,Personal Care expense,15.05,Net Banking,45000
564,2024-11-01,Shopping,Shopping expense,36.09,UPI,45000
709,2024-11-01,Personal Care,Personal Care expense,12.3,UPI,45000
11,2024-11-01,Rent,Monthly Rent,7907.32,Net Banking,45000
53,2024-11-01,Utilities,Utilities expense,17.65,Cash,45000
975,2024-11-02,Personal Care,Personal Care expense,16.38,UPI,45000
312,2024-11-02,Transportation,Transportation expense,26.4,Cash,45000
840,2024-11-02,Personal Care,Personal Care expense,16.97,Cash,45000
346,2024-11-02,Entertainment,Entertainment expense,26.39,Net Banking,45000
628,2024-11-04,Utilities,Utilities expense,18.75,Credit Card,45000
722,2024-11-04,Entertainment,Entertainment expense,14.74,Net Banking,45000
642,2024-11-05,Food & Dining,Food & Dining expense,45.85,Credit Card,45000
72,2024-11-06,Savings & Investment,Savings & Investment expense,115.76,UPI,45000
392,2024-11-06,Food & Dining,Food & Dining expense,36.44,UPI,45000
164,2024-11-06,Utilities,Utilities expense,17.36,Net Banking,45000
37,2024-11-07,Transportation,Transportation expense,22.84,Credit Card,45000
62,2024-11-07,Savings & Investment,Savings & Investment expense,81.29,Credit Card,45000
751,2024-11-08,Healthcare,Healthcare expense,19.69,UPI,45000
294,2024-11-08,Food & Dining,Food & Dining expense,39.3,Cash,45000
787,2024-11-08,Shopping,Shopping expense,50.01,UPI,45000
568,2024-11-08,Personal Care,Personal Care expense,14.98,Debit Card,45000
378,2024-11-08,Transportation,Transportation expense,22.73,UPI,45000
651,2024-11-09,Entertainment,Entertainment expense,36.09,Debit Card,45000
127,2024-11-09,Healthcare,Healthcare expense,19.09,Net Banking,45000
664,2024-11-09,Shopping,Shopping expense,33.48,Cash,45000
198,2024-11-09,Personal Care,Personal Care expense,17.88,Net Banking,45000
634,2024-11-10,Education,Education expense,48.6,UPI,45000
837,2024-11-10,Utilities,Utilities expense,22.1,Cash,45000
590,2024-11-11,Personal Care,Personal Care expense,15.36,Cash,45000
423,2024-11-11,Personal Care,Personal Care expense,16.88,UPI,45000
700,2024-11-11,Utilities,Utilities expense,18.63,UPI,45000
176,2024-11-11,Shopping,Shopping expense,49.93,Net Banking,45000
685,2024-11-12,Utilities,Utilities expense,16.56,Cash,45000
511,2024-11-12,Shopping,Shopping expense,43.25,UPI,45000
489,2024-11-12,Shopping,Shopping expense,60.25,Cash,45000
903,2024-11-13,Entertainment,Entertainment expense,25.17,Net Banking,45000
114,2024-11-13,Food & Dining,Food & Dining expense,52.21,Cash,45000
148,2024-11-13,Utilities,Utilities expense,16.36,Credit Card,45000
220,2024-11-14,Shopping,Shopping expense,40.98,Net Banking,45000
365,2024-11-15,Education,Education expense,65.35,UPI,45000
454,2024-11-15,Healthcare,Healthcare expense,32.54,Net Banking,45000
718,2024-11-15,Healthcare,Healthcare expense,29.35,Net Banking,45000
170,2024-11-15,Education,Education expense,43.69,Debit Card,45000
850,2024-11-16,Shopping,Shopping expense,33.63,UPI,45000
295,2024-11-16,Entertainment,Entertainment expense,27.14,Credit Card,45000
303,2024-11-16,Healthcare,Healthcare expense,34.73,Net Banking,45000
332,2024-11-16,Personal Care,Personal Care expense,15.26,UPI,45000
52,2024-11-17,Shopping,Shopping expense,35.38,Credit Card,45000
396,2024-11-17,Transportation,Transportation expense,20.12,Cash,45000
686,2024-11-17,Personal Care,Personal Care expense,19.28,Net Banking,45000
523,2024-11-17,Shopping,Shopping expense,32.05,UPI,45000
526,2024-11-17,Education,Education expense,27.93,Debit Card,45000
599,2024-11-19,Food & Dining,Food & Dining expense,28.95,Net Banking,45000
614,2024-11-19,Personal Care,Personal Care expense,14.69,Credit Card,45000
546,2024-11-19,Food & Dining,Food & Dining expense,26.12,Debit Card,45000
371,2024-11-20,Transportation,Transportation expense,22.1,Cash,45000
972,2024-11-20,Shopping,Shopping expense,31.83,Debit Card,45000
677,2024-11-21,Entertainment,Entertainment expense,18.34,Net Banking,45000
320,2024-11-21,Utilities,Utilities expense,18.74,UPI,45000
247,2024-11-21,Education,Education expense,47.88,UPI,45000
34,2024-11-21,Personal Care,Personal Care expense,14.86,Debit Card,45000
410,2024-11-22,Utilities,Utilities expense,20.03,Debit Card,45000
385,2024-11-23,Healthcare,Healthcare expense,21.17,UPI,45000
596,2024-11-23,Utilities,Utilities expense,17.98,Net Banking,45000
635,2024-11-23,Healthcare,Healthcare expense,18.89,Cash,45000
780,2024-11-24,Personal Care,Personal Care expense,19.05,Net Banking,45000
687,2024-11-24,Healthcare,Healthcare expense,25.84,Debit Card,45000
45,2024-11-25,Utilities,Utilities expense,16.04,UPI,45000
554,2024-11-25,Utilities,Utilities expense,19.51,Debit Card,45000
852,2024-11-25,Education,Education expense,46.67,UPI,45000
556,2024-11-26,Transportation,Transportation expense,20.35,UPI,45000
540,2024-11-26,Savings & Investment,Savings & Investment expense,73.46,Credit Card,45000
913,2024-11-26,Utilities,Utilities expense,19.5,Debit Card,45000
862,2024-11-27,Education,Education expense,32.26,Cash,45000
414,2024-11-27,Entertainment,Entertainment expense,32.67,Cash,45000
341,2024-11-27,Transportation,Transportation expense,18.71,Credit Card,45000
230,2024-11-28,Entertainment,Entertainment expense,29.08,Cash,45000
684,2024-11-29,Healthcare,Healthcare expense,32.4,Credit Card,45000
318,2024-11-29,Savings & Investment,Savings & Investment expense,78.79,UPI,45000
249,2024-11-29,Savings & Investment,Savings & Investment expense,120.31,Debit Card,45000
771,2024-11-29,Personal Care,Personal Care expense,19.27,Credit Card,45000
828,2024-11-30,Shopping,Shopping expense,33.73,Debit Card,45000
736,2024-12-01,Healthcare,Healthcare expense,32.25,Net Banking,45000
522,2024-12-01,Shopping,Shopping expense,46.52,Cash,45000
12,2024-12-01,Rent,Monthly Rent,7906.85,Net Banking,45000
191,2024-12-01,Shopping,Shopping expense,34.64,Cash,45000
115,2024-12-02,Utilities,Utilities expense,18.62,Net Banking,45000
447,2024-12-03,Food & Dining,Food & Dining expense,35.43,Net Banking,45000
70,2024-12-03,Shopping,Shopping expense,32.26,UPI,45000
87,2024-12-03,Transportation,Transportation expense,25.66,UPI,45000
895,2024-12-03,Personal Care,Personal Care expense,20.96,UPI,45000
296,2024-12-04,Healthcare,Healthcare expense,21.76,Cash,45000
103,2024-12-04,Savings & Investment,Savings & Investment expense,78.15,UPI,45000
847,2024-12-04,Shopping,Shopping expense,43.47,Net Banking,45000
747,2024-12-05,Education,Education expense,57.8,UPI,45000
266,2024-12-05,Healthcare,Healthcare expense,16.77,Net Banking,45000
325,2024-12-05,Healthcare,Healthcare expense,18.95,UPI,45000
430,2024-12-05,Transportation,Transportation expense,14.97,Credit Card,45000
129,2024-12-05,Healthcare,Healthcare expense,28.9,Cash,45000
175,2024-12-06,Utilities,Utilities expense,19.55,UPI,45000
172,2024-12-07,Healthcare,Healthcare expense,20.66,UPI,45000
128,2024-12-07,Food & Dining,Food & Dining expense,27.97,Net Banking,45000
117,2024-12-08,Entertainment,Entertainment expense,24.79,Debit Card,45000
890,2024-12-08,Transportation,Transportation expense,26.43,Cash,45000
234,2024-12-08,Personal Care,Personal Care expense,15.87,Cash,45000
36,2024-12-09,Entertainment,Entertainment expense,17.67,Debit Card,45000
119,2024-12-09,Shopping,Shopping expense,53.71,Debit Card,45000
555,2024-12-09,Shopping,Shopping expense,44.05,Net Banking,45000
636,2024-12-09,Transportation,Transportation expense,15.38,UPI,45000
316,2024-12-10,Food & Dining,Food & Dining expense,32.67,Debit Card,45000
971,2024-12-10,Utilities,Utilities expense,19.26,UPI,45000
111,2024-12-11,Transportation,Transportation expense,14.32,Credit Card,45000
315,2024-12-11,Entertainment,Entertainment expense,32.83,Net Banking,45000
411,2024-12-11,Transportation,Transportation expense,24.85,Credit Card,45000
181,2024-12-11,Personal Care,Personal Care expense,19.06,Credit Card,45000
15,2024-12-12,Transportation,Transportation expense,15.1,Net Banking,45000
923,2024-12-12,Utilities,Utilities expense,19.27,Net Banking,45000
495,2024-12-13,Healthcare,Healthcare expense,41.71,Net Banking,45000
548,2024-12-13,Savings & Investment,Savings & Investment expense,80.94,UPI,45000
545,2024-12-13,Education,Education expense,17.93,Net Banking,45000
395,2024-12-13,Healthcare,Healthcare expense,38.61,Credit Card,45000
805,2024-12-14,Entertainment,Entertainment expense,22.39,Net Banking,45000
525,2024-12-14,Personal Care,Personal Care expense,15.59,Net Banking,45000
146,2024-12-15,Entertainment,Entertainment expense,29.69,Credit Card,45000
655,2024-12-15,Transportation,Transportation expense,32.29,Debit Card,45000
827,2024-12-15,Transportation,Transportation expense,28.32,Net Banking,45000
613,2024-12-16,Shopping,Shopping expense,43.36,UPI,45000
908,2024-12-16,Healthcare,Healthcare expense,34.72,Cash,45000
917,2024-12-16,Transportation,Transportation expense,24.43,Debit Card,45000
450,2024-12-17,Utilities,Utilities expense,16.88,Cash,45000
798,2024-12-17,Utilities,Utilities expense,20.36,Net Banking,45000
168,2024-12-17,Savings & Investment,Savings & Investment expense,122.94,Credit Card,45000
309,2024-12-18,Personal Care,Personal Care expense,18.87,Debit Card,45000
141,2024-12-19,Transportation,Transportation expense,22.91,Credit Card,45000
799,2024-12-19,Healthcare,Healthcare expense,28.25,Cash,45000
273,2024-12-19,Savings & Investment,Savings & Investment expense,108.26,Credit Card,45000
743,2024-12-19,Utilities,Utilities expense,17.75,Credit Card,45000
265,2024-12-20,Utilities,Utilities expense,18.49,Credit Card,45000
324,2024-12-21,Utilities,Utilities expense,23.18,UPI,45000
964,2024-12-21,Healthcare,Healthcare expense,34.38,UPI,45000
995,2024-12-22,Personal Care,Personal Care expense,15.0,UPI,45000
189,2024-12-22,Entertainment,Entertainment expense,19.92,UPI,45000
193,2024-12-22,Shopping,Shopping expense,42.57,Net Banking,45000
907,2024-12-22,Entertainment,Entertainment expense,16.84,Credit Card,45000
335,2024-12-23,Personal Care,Personal Care expense,19.94,UPI,45000
355,2024-12-23,Entertainment,Entertainment expense,24.89,Credit Card,45000
900,2024-12-23,Savings & Investment,Savings & Investment expense,68.66,UPI,45000
281,2024-12-23,Healthcare,Healthcare expense,29.02,Credit Card,45000
821,2024-12-24,Education,Education expense,47.24,Cash,45000
415,2024-12-24,Personal Care,Personal Care expense,18.33,Debit Card,45000
978,2024-12-25,Education,Education expense,18.64,Net Banking,45000
480,2024-12-25,Healthcare,Healthcare expense,38.08,Debit Card,45000
807,2024-12-26,Savings & Investment,Savings & Investment expense,89.44,Debit Card,45000
589,2024-12-27,Shopping,Shopping expense,49.96,UPI,45000
139,2024-12-27,Savings & Investment,Savings & Investment expense,101.27,UPI,45000
857,2024-12-28,Healthcare,Healthcare expense,20.51,Credit Card,45000
731,2024-12-28,Personal Care,Personal Care expense,17.99,Net Banking,45000
337,2024-12-29,Entertainment,Entertainment expense,20.05,Credit Card,45000
997,2024-12-29,Food & Dining,Food & Dining expense,46.88,Cash,45000
656,2024-12-29,Education,Education expense,55.89,Cash,45000
577,2024-12-30,Transportation,Transportation expense,22.94,Net Banking,45000
935,2024-12-30,Utilities,Utilities expense,19.88,Credit Card,45000
455,2024-12-30,Savings & Investment,Savings & Investment expense,74.39,Debit Card,45000
451,2024-12-30,Personal Care,Personal Care expense,17.34,UPI,45000
654,2024-12-31,Shopping,Shopping expense,26.72,UPI,45000
539,2024-12-31,Education,Education expense,70.09,Cash,45000
